subject,relation,object,new_topic,old_index
company 's director,cost,owned oil company,1,9118
company 's commercial director,cost,owned oil company,1,9119
company 's director,cost,oil company,1,9120
company 's director,cost,state owned oil company,1,9121
company 's commercial director,cost,oil company,1,9122
company 's commercial director,cost,state owned oil company,1,9123
SEAFARERS,is,BRAZILIAN,1,9124
24 nations face,is IN,1987,2,9125
industries,reduce,pace of investment,2,9126
competitiveness,reduce,pace of investment,2,9127
competitiveness,reduce pace as,firming guilder cuts,2,9128
industries,reduce pace as,guilder cuts,2,9129
industries,reduce pace as,firming guilder cuts,2,9130
competitiveness,reduce,pace,2,9131
competitiveness,reduce pace as,guilder cuts,2,9132
industries,reduce,pace,2,9133
OFFICIAL,will last at_time,at least four months,0,9135
earthquake,cut,oil pipeline,0,9136
ECUADOR,is at,OIL,0,9137
24 nations face,is IN,1987,2,9138
BLACK MINERS,SUPPORT,S,5,9140
MINERS,SUPPORT,S,5,9141
MINERS,is,BLACK,5,9142
MINERS,SUPPORT,S,5,9143
CANADA BUILDING,PERMITS,building permits,2,9144
Canadian building permits,issued in,November,2,9145
RISE,is IN,NOVEMBER,2,9146
CANADA BUILDING,PERMITS,Canadian building permits issued,2,9147
CANADA BUILDING,PERMITS,RISE,2,9148
CANADA BUILDING,PERMITS,building permits issued,2,9149
CANADA BUILDING,PERMITS,RISE IN NOVEMBER Led by sector,2,9150
CANADA BUILDING,PERMITS,RISE IN NOVEMBER Led,2,9151
CANADA BUILDING,PERMITS,Canadian building permits,2,9152
CANADA BUILDING,PERMITS,RISE Led by sector,2,9153
CANADA BUILDING,PERMITS,RISE IN NOVEMBER Led by non-residential sector,2,9154
CANADA BUILDING,PERMITS,Canadian building permits issued in November,2,9155
CANADA BUILDING,PERMITS,RISE IN NOVEMBER,2,9156
CANADA BUILDING,PERMITS,RISE Led,2,9157
building permits,issued in,November,2,9158
CANADA BUILDING,PERMITS,RISE Led by non-residential sector,2,9159
CANADA BUILDING,PERMITS,building permits issued in November,2,9160
CANADA,DRILL,state owned oil company,6,9161
CANADA,DRILL,Canada 's state owned oil company,6,9162
steps,keep,Economic Planning Board Minister Kim Mahn je,2,9163
steps,keep,its 1987 current account surplus below five billion dlrs,2,9164
steps,keep,its 1987 current account surplus,2,9165
steps,keep,its 1987 account surplus,2,9166
South Korea,take,steps,2,9167
steps,keep,its 1987 account surplus below five billion dlrs,2,9168
KOREA,is,SOUTH,2,9169
RANGER,COMPLETES,RGO,6,9170
CHINA,FLOWS,SEA,6,9171
CHINA,FLOWS,EXPLORATORY,6,9172
CHINA,FLOWS,BARRELS,6,9173
IT,RAISED,CRUDE PRICES,0,9174
CANADA,RAISED,IT,0,9175
CANADA,RAISED,PRICES,0,9176
CANADA,RAISED,CANADIAN,0,9177
HAML SAYS RESERVES RISE Hamilton Oil Corp,said,reserves,6,9178
HAMILTON OIL,said at,end of 1986,6,9179
HAML SAYS RESERVES RISE Hamilton Oil Corp,said at,end,6,9180
HAMILTON OIL,said at,end,6,9181
HAML SAYS RESERVES RISE Hamilton Oil Corp,said at,end of 1986,6,9182
HAMILTON OIL,said reserves at,end,6,9183
HAMILTON OIL,said reserves at,end of 1986,6,9184
HAMILTON OIL,said,reserves,6,9185
HAML SAYS RESERVES RISE Hamilton Oil Corp,said reserves at,end of 1986,6,9186
HAML SAYS RESERVES RISE Hamilton Oil Corp,said reserves at,end,6,9187
sale,is in,two major oil fields,6,9188
Partnership,completed,it,6,9189
Partnership,completed,sale,6,9190
Partnership,completed,major,6,9191
Partnership,completed,interests,6,9192
President Reagan 's record,is in,opposing tax hikes,5,9195
President Reagan,has,record in opposing tax hikes,5,9196
it,has started development drilling,significant natural gas find,6,9197
it,has started,development drilling on West Cameron 178 block,6,9198
DIAMOND SHAMROCK OFFSHORE,has started development drilling,after natural gas find,6,9199
it,has started development drilling,gas find,6,9200
DIAMOND SHAMROCK OFFSHORE,has started development drilling,natural gas find,6,9201
it,has started development drilling,after natural gas find,6,9202
gas,find on,block,6,9203
DIAMOND SHAMROCK OFFSHORE,has started development drilling,after natural gas find on block,6,9204
DIAMOND SHAMROCK OFFSHORE,has started development drilling,significant natural gas find on block,6,9205
DIAMOND SHAMROCK OFFSHORE,has started development drilling,after significant gas find,6,9206
it,has started development drilling,after significant gas find on block,6,9207
it,has started development drilling,significant gas find,6,9208
it,has started development drilling,significant natural gas find on block,6,9209
it,has started development drilling,after gas find,6,9210
it,has started development drilling in,Gulf of Mexico,6,9211
it,has started development drilling,after significant natural gas find on block,6,9212
DIAMOND SHAMROCK OFFSHORE,has started,development drilling on West Cameron 178 block off Louisiana,6,9213
it,has started development drilling,after natural gas find on block,6,9214
it,has started development drilling,natural gas find,6,9215
DIAMOND SHAMROCK OFFSHORE,has started development drilling in,Gulf,6,9216
it,has started,development drilling on West Cameron 178 block off Louisiana,6,9217
DIAMOND SHAMROCK OFFSHORE,has started development drilling,significant gas find on block,6,9218
it,has started development drilling,after gas find on block,6,9219
significant gas,find on,block,6,9220
DIAMOND SHAMROCK OFFSHORE,has started,development drilling,6,9221
DIAMOND SHAMROCK OFFSHORE,has started development drilling,after significant natural gas find,6,9222
DIAMOND SHAMROCK OFFSHORE,has started development drilling,significant natural gas find,6,9223
DIAMOND SHAMROCK OFFSHORE,has started development drilling,significant gas find,6,9224
it,has started,development drilling,6,9225
DIAMOND SHAMROCK OFFSHORE,has started development drilling,after significant gas find on block,6,9226
it,has started development drilling,after significant natural gas find,6,9227
DIAMOND SHAMROCK OFFSHORE,has started development drilling,after gas find,6,9228
significant natural gas,find on,block,6,9229
DIAMOND SHAMROCK OFFSHORE,has started development drilling,gas find on block,6,9230
DIAMOND SHAMROCK OFFSHORE,has started,development drilling on West Cameron 178 block,6,9231
DIAMOND SHAMROCK OFFSHORE,has started development drilling,after gas find on block,6,9232
natural gas,find on,block,6,9233
it,has started development drilling,after significant gas find,6,9234
DIAMOND SHAMROCK OFFSHORE,has started development drilling,after significant natural gas find on block,6,9235
DIAMOND SHAMROCK OFFSHORE,has started development drilling,natural gas find on block,6,9236
it,has started development drilling,gas find on block,6,9237
it,has started development drilling,significant gas find on block,6,9238
it,has started development drilling in,Gulf,6,9239
DIAMOND SHAMROCK OFFSHORE,has started development drilling,gas find,6,9240
it,has started development drilling,natural gas find on block,6,9241
DIAMOND SHAMROCK OFFSHORE,has started development drilling in,Gulf of Mexico,6,9242
island,has,huge foreign exchange reserves,2,9243
WATCHERS,FED SEE,U,2,9244
WATCHERS,SEE,U,2,9245
current account surplus,fell,5,2,9246
Dutch current account surplus,fell,5,2,9247
CURRENT ACCOUNT SURPLUS,FALLS IN,1986,2,9248
account surplus,fell,5,2,9249
ACCOUNT SURPLUS,FALLS IN,1986,2,9250
DUTCH CURRENT ACCOUNT SURPLUS,FALLS IN,1986,2,9251
Dutch account surplus,fell,5,2,9252
DUTCH ACCOUNT SURPLUS,FALLS IN,1986,2,9253
USX X CHAIRMAN CALLS,called for,value,2,9254
USX X CHAIRMAN CALLS,called for,value for U,2,9255
USX X CHAIRMAN CALLS,called for,lower value for U,2,9256
USX X CHAIRMAN CALLS,called for,lower value,2,9257
X,called,CHAIRMAN,2,9258
X,called,LOWER,2,9259
X,called,CALLS,2,9260
X,called,lower,2,9261
X,called,chairman,2,9262
CANADIAN OIL COMPANIES,RAISE,CRUDE PRICES Petro Canada,0,9263
OIL COMPANIES,RAISE,state owned oil company,0,9264
CANADIAN OIL COMPANIES,RAISE,PRICES Petro Canada,0,9265
OIL COMPANIES,RAISE,PRICES Petro Canada,0,9266
CANADIAN OIL COMPANIES,RAISE,oil company,0,9267
OIL COMPANIES,RAISE,owned oil company,0,9268
OIL COMPANIES,RAISE,CRUDE PRICES Petro Canada,0,9269
it,will pay for,oil,0,9270
OIL COMPANIES,RAISE,oil company,0,9271
CANADIAN OIL COMPANIES,RAISE,state owned oil company,0,9272
CANADIAN OIL COMPANIES,RAISE,owned oil company,0,9273
it,will pay for,crude oil,0,9274
OIL,is,CANADIAN,0,9275
authorities,said,ECUADOR QUAKE TO CUT,0,9276
800 mln dlrs,is in,lost petroleum revenues,0,9277
MLN DLRS,were,feared,0,9278
800 MLN DLRS,were,feared,0,9279
authorities,said,ECUADOR QUAKE CUT,0,9280
800 MLN DLRS,were feared,dead,0,9281
MLN DLRS,were feared,dead,0,9282
USX X UNIT,RAISES,subsidiary,0,9284
it,pays for,three grades of crude oil,0,9285
it,pays for,three grades of oil effective March 6,0,9286
USX X UNIT,RAISES,SOME CRUDE POSTINGS Marathon Petroleum Company,0,9287
it,pays for,three grades,0,9288
it,pays for,three grades of oil,0,9289
it,pays for,three grades effective March 6,0,9290
USX X UNIT,RAISES,subsidiary of USX Corp X,0,9291
it,pays for,three grades of crude oil effective March 6,0,9292
government,has,strategy,2,9293
BANK,is,0,2,9294
many,said,recent forecast,5,9295
many said,was,pessimistic,5,9296
EC FORECASTS European Community finance ministers,discussed,economic outlook,5,9297
many,said,recent gloomy forecast by EC Commission,5,9298
many,said,gloomy forecast,5,9299
EC FORECASTS European Community finance ministers,discussed outlook for,12 nation bloc,5,9300
EC FORECASTS PESSIMISTIC European Community finance ministers,discussed outlook for,12 nation bloc,5,9301
many,said,gloomy forecast by EC Commission,5,9302
EC FORECASTS PESSIMISTIC European Community finance ministers,discussed,outlook,5,9303
many,said,forecast,5,9304
many,said,forecast by EC Commission,5,9305
many,said,recent forecast by EC Commission,5,9306
EC FORECASTS European Community finance ministers,discussed,outlook,5,9307
EC FORECASTS PESSIMISTIC European Community finance ministers,discussed,economic outlook,5,9308
many said,was,too pessimistic,5,9309
many,said,recent gloomy forecast,5,9310
CONOCO,RAISES,CRUDE OIL PRICES,0,9311
CONOCO,RAISES UP,CRUDE OIL PRICES,0,9312
OPTIONS,AVERT,OIL CRISIS American Petroleum Institute President Charles DiBona,5,9313
API PRESIDENT,SEES,OPTIONS,5,9314
PRESIDENT,is,0,5,9315
SWEDEN,GO WITH,S,5,9316
SWEDEN,GO AHEAD WITH,S,5,9317
DUPONT DD UNIT,RAISES,OIL PRICES Conoco Inc,0,9318
DUPONT DD UNIT,RAISES,CRUDE OIL PRICES Conoco Inc,0,9319
DUPONT DD UNIT,RAISES,subsidiary of DuPont Corp,0,9320
DUPONT DD UNIT,RAISES,subsidiary,0,9321
government,has,strategy,2,9322
BANK,is,0,2,9323
PICKENS,SEES SLUMP IN,WORKING RIGS T,0,9325
PICKENS,SEES,SLUMP,0,9326
PICKENS,SEES,CONTINUED SLUMP,0,9327
PICKENS,SEES SLUMP IN,RIGS T,0,9328
SLUMP,SEES,RIGS,0,9329
SOVIET ECONOMIST,SEES,FEW 1987 GAINS,5,9330
ECONOMIST,SEES,FEW 1987 GAINS,5,9331
ECONOMIST,is,SOVIET,5,9332
ECONOMIST,SEES,GAINS,5,9333
ECONOMIST,SEES,U,5,9334
SPOTLIGHT JAPAN,PUSHES,ITS CHIPMAKERS Japanese microchip makers,5,9335
ECONOMIC SPOTLIGHT JAPAN,PUSHES,ITS CHIPMAKERS Japanese microchip makers,5,9336
compliance,is with,U,5,9337
SPOTLIGHT,is,ECONOMIC,5,9338
OIL MINISTER,TALKS,Oil Minister Gholamreza Aqazadeh,0,9339
OIL MINISTER,TALKS,Iranian Oil Minister Gholamreza Aqazadeh,0,9340
IRANIAN OIL MINISTER,TALKS,Iranian Oil Minister Gholamreza Aqazadeh,0,9341
IRANIAN OIL MINISTER,is IN,UAE,0,9342
IRANIAN OIL MINISTER,TALKS,Oil Minister Gholamreza Aqazadeh,0,9343
OIL,is,IRANIAN,0,9344
OIL,is at,MINISTER,0,9345
non-OPEC producers,avoid,harmful competition,0,9346
WANTS STABLE OIL PRICES King Fahd,said at_time,today,0,9347
non-OPEC producers,avoid,harmful competition with 13 nation group,0,9348
producers,avoid,harmful competition,0,9349
harmful competition,is with,13 nation group,0,9350
he,called on,producers,0,9351
he,called on,non-OPEC producers,0,9352
non-OPEC producers,avoid,competition,0,9353
producers,avoid,competition,0,9354
non-OPEC producers,avoid,competition with 13 nation group,0,9355
producers,avoid,harmful competition with 13 nation group,0,9356
producers,avoid,competition with 13 nation group,0,9357
EC,OPENS,ANTI-DUMPING ENQUIRY INTO SOVIET MERCURY European Community Commission,5,9358
EC,OPENS,ENQUIRY INTO SOVIET MERCURY European Community Commission,5,9359
it,has opened,enquiry,5,9360
it,has opened enquiry into,allegations,5,9361
THAILAND,EXTRACT,METALS,6,9362
JAPAN,EXTRACT,METALS,6,9363
Japan,has,Agency of Natural Resources,6,9364
bankers,told,Reuters,2,9365
Chinese officials,told,Reuters,2,9366
foreign bankers,told,Reuters,2,9367
officials,told,Reuters,2,9368
UP China,has,foreign debt,2,9369
SPOTLIGHT,is,ECONOMIC,2,9370
its market,WON,PRESSURE South Korea,5,9375
MARKETS,EASE,PRESSURE,5,9376
MARKETS,EASE,market,5,9377
kingdom,has,commitment to OPEC accord,0,9378
recent weakness,is in,world oil prices,0,9379
OPEC,TALKS,oil,0,9380
OPEC,TALKS,minister,0,9381
OPEC,TALKS,recent,0,9382
OPEC,TALKS,newspaper,0,9383
AUSTRALIA LEADING INDEX,CONTINUES,RISE IN DECEMBER Westpac Banking Corp,2,9384
AUSTRALIA LEADING INDEX,CONTINUES,RISE,2,9385
RISE,is IN,DECEMBER Westpac Banking Corp,2,9386
Japan,bear,rise,5,9387
Japan,bear,further,5,9388
Japan,bear,yen,5,9389
TAIWAN,PLANS,NEW TARIFF CUTS Taiwan,5,9390
TAIWAN,PLANS,TARIFF CUTS Taiwan,5,9391
PORTUGUESE TRADE DEFICIT,NARROWS IN,1986 Portugal 's trade deficit narrowed,2,9392
PORTUGUESE TRADE DEFICIT,NARROWS IN,1986 Portugal 's trade deficit narrowed in 1986 to 336,2,9393
PORTUGUESE TRADE DEFICIT,NARROWS IN,1986 Portugal 's trade deficit narrowed in 1986,2,9394
TRADE DEFICIT,NARROWS IN,1986 Portugal 's trade deficit narrowed,2,9395
PORTUGUESE TRADE DEFICIT,NARROWS IN,1986 Portugal 's trade deficit,2,9396
TRADE DEFICIT,NARROWS IN,1986 Portugal 's trade deficit,2,9397
TRADE DEFICIT,NARROWS IN,1986 Portugal 's trade deficit narrowed to 336,2,9398
TRADE DEFICIT,NARROWS IN,1986 Portugal 's trade deficit narrowed in 1986,2,9399
PORTUGUESE TRADE DEFICIT,NARROWS IN,1986 Portugal 's trade deficit narrowed to 336,2,9400
TRADE DEFICIT,NARROWS IN,1986 Portugal 's trade deficit narrowed in 1986 to 336,2,9401
TRADE,is,PORTUGUESE,2,9402
SOVIET ECONOMIST,SEES FEW GAINS IN,U,5,9403
ECONOMIST,SEES FEW GAINS IN,U,5,9404
SOVIET ECONOMIST,SEES,FEW GAINS,5,9405
ECONOMIST,SEES,FEW GAINS,5,9406
ECONOMIST,is,SOVIET,5,9407
ECONOMIST,SEES,GAINS,5,9408
ECUADOR CRUDE OIL EXPORTS,STOPPED FOR,FIVE MONTHS Ecuador,0,9409
120 mln dlrs,repair,damage to its oil export pipeline caused by last week s,0,9410
ECUADOR CRUDE OIL EXPORTS STOPPED,needs,120 mln dlrs,0,9411
120 mln dlrs,repair,damage caused by week s,0,9412
120 mln dlrs,repair,damage to its oil export pipeline caused by week s,0,9413
120 mln dlrs,repair,damage,0,9414
120 mln dlrs,repair,damage to its oil export pipeline,0,9415
120 mln dlrs,repair,damage caused by last week s,0,9416
oil industry analysts,said because,crude prices,6,9417
oil industry analysts,said because,rising crude prices,6,9418
CEILING OPEC,has reaffirmed,its commitment to fixed oil prices of around 18 dlrs barrel,0,9419
CEILING OPEC,has reaffirmed,its commitment to fixed crude oil prices,0,9420
CEILING OPEC,has reaffirmed,its commitment to oil prices of around 18 dlrs barrel,0,9421
CEILING OPEC,has reaffirmed,its commitment to fixed crude oil prices of around 18 dlrs barrel,0,9422
OPEC,REAFFIRMS,COMMITMENT,0,9423
CEILING OPEC,has reaffirmed,its commitment,0,9424
CEILING OPEC,has reaffirmed,its commitment to fixed oil prices,0,9425
CEILING OPEC,has reaffirmed,its commitment to crude oil prices of around 18 dlrs barrel,0,9426
CEILING OPEC,has reaffirmed,its commitment to oil prices,0,9427
COMMITMENT,FIXED,PRICES,0,9428
CEILING OPEC,has reaffirmed,its commitment to crude oil prices,0,9429
COMMITMENT,FIXED,PRICES,0,9430
COMMITMENT,FIXED,crude,0,9431
COMMITMENT,FIXED,CEILING,0,9432
COMMITMENT,FIXED,overall,0,9433
COMMITMENT,FIXED,commitment,0,9434
OIL AFFILIATE,is IN,CANADIAN FIND Triton Energy Corp,6,9435
Canadian Worldwide Energy Ltd affiliate,has,Lasmo,6,9436
pct,owned,affiliate,6,9437
pct,owned,Canadian,6,9438
pct,owned,barrels,6,9439
pct,owned,degree,6,9440
he,said hoped,planned eight pct devaluation,2,9441
END TRADE,WILL DEFICIT,National Bank first vice-president Janos Fekete,2,9442
END TRADE,WILL DEFICIT,National Bank vice-president Janos Fekete,2,9443
END TRADE,WILL DEFICIT,National Bank of Hungary vice-president Janos Fekete,2,9444
last year,has,severe trade deficit with West,2,9445
last year 's severe trade deficit,is with,West,2,9446
END TRADE,WILL DEFICIT,National Bank of Hungary first vice-president Janos Fekete,2,9447
he,said hoped,eight pct devaluation,2,9448
he,said hoped,planned eight pct devaluation of forint,2,9449
he,said hoped,eight pct devaluation of forint,2,9450
OIL AID,is IN,VENEZUELA Ecuador 's deputy energy minister,0,9451
OIL AID,is IN,VENEZUELA Ecuador 's deputy energy minister,0,9452
RESERVE REQUIREMENTS STATEMENT Bank spokesman,qualified,bank statement,2,9457
PHILADELPHIA PORT,CLOSED,BY TANKER CRASH,1,9458
PHILADELPHIA PORT,CLOSED,TANKER CRASH,1,9459
Philadelphia,was,Cypriot,1,9460
Philadelphia,was,oil,1,9461
Philadelphia,was,tanker,1,9462
LICHT,SEES,RISE,4,9463
RISE,is IN,EUROPEAN BEET AREA,4,9464
LICHT,SEES,RISE IN EUROPEAN BEET AREA,4,9465
213 mln dlrs,is in,1986,6,9469
Corp,plans,it,6,9470
Corp,plans,capital,6,9471
Corp,plans,fiscal,6,9472
Corp,plans,spending,6,9473
European energy companies,are buying up,U,6,9475
ENERGY,Lured by,weakening dollar,6,9476
energy companies,are buying up,cheap U,6,9477
ENERGY,Lured by,dollar,6,9478
oil prices,are,poised,6,9479
oil prices,are poised for,rebound,6,9480
energy companies,are buying up,U,6,9481
European energy companies,are buying up,cheap U,6,9482
AUSTRIA 1987 GROWTH FORECAST,REVISED,gross product growth,2,9484
AUSTRIA GROWTH FORECAST,REVISED,domestic product growth,2,9485
AUSTRIA GROWTH FORECAST,REVISED product growth for,year,2,9486
AUSTRIA GROWTH FORECAST,REVISED,product growth,2,9487
CORRECTED AUSTRIA 1987 GROWTH FORECAST,REVISED,Austrian product growth,2,9488
AUSTRIA GROWTH FORECAST,REVISED,Austrian domestic product growth,2,9489
CORRECTED AUSTRIA GROWTH FORECAST,REVISED,gross domestic product growth,2,9490
CORRECTED AUSTRIA 1987 GROWTH FORECAST,REVISED,Austrian domestic product growth,2,9491
CORRECTED AUSTRIA 1987 GROWTH FORECAST,REVISED product growth for,year,2,9492
AUSTRIA 1987 GROWTH FORECAST,REVISED,product growth,2,9493
CORRECTED AUSTRIA GROWTH FORECAST,REVISED,gross product growth,2,9494
AUSTRIA GROWTH FORECAST,REVISED,Austrian gross domestic product growth,2,9495
CORRECTED AUSTRIA 1987 GROWTH FORECAST,REVISED,product growth,2,9496
AUSTRIA GROWTH FORECAST,REVISED,Austrian product growth,2,9497
AUSTRIA GROWTH FORECAST,REVISED,Austrian gross product growth,2,9498
CORRECTED AUSTRIA 1987 GROWTH FORECAST,REVISED,gross domestic product growth,2,9499
AUSTRIA 1987 GROWTH FORECAST,REVISED,Austrian gross domestic product growth,2,9500
CORRECTED AUSTRIA GROWTH FORECAST,REVISED,Austrian gross domestic product growth,2,9501
AUSTRIA GROWTH FORECAST,REVISED,gross product growth,2,9502
