subject,relation,object,new_topic,old_index
search,is,Smart,5,15044
Sony PlayStation 2 's slimmer shape,has proved,"with 50,000 sold in its week on sale",3,15045
Sony PlayStation 2 's shape,has proved,"50,000 sold in its week on sale",3,15046
Sony PlayStation 2 's shape,has proved,"with 50,000 sold in its week on sale",3,15047
Sony PlayStation 2 's shape,has proved,"50,000 sold in its first week",3,15048
Sony PlayStation 2 's slimmer shape,has proved,"50,000 sold in its first week",3,15049
Sony PlayStation 2 's slimmer shape,has proved,popular with UK gamers,3,15050
Sony PlayStation 2 's slimmer shape,has proved,"with 50,000 sold in its week",3,15051
Sony PlayStation 2 's slimmer shape,has proved,"50,000 sold in its week on sale",3,15052
"50,000",sold in,its first week,3,15053
"50,000",sold in,its week,3,15054
Sony PlayStation 2 's slimmer shape,has proved,"with 50,000 sold in its first week",3,15055
Sony PlayStation 2 's shape,has proved,"with 50,000 sold in its week",3,15056
Sony PlayStation 2 's slimmer shape,has proved,"50,000 sold in its week",3,15057
Sony PlayStation 2 's slimmer shape,has proved,"with 50,000 sold in its first week on sale",3,15058
Sony PlayStation 2 's slimmer shape,has proved,"50,000 sold",3,15059
Sony PlayStation 2 's slimmer shape,has proved,"50,000 sold in its first week on sale",3,15060
Sony PlayStation 2 's shape,has proved,popular,3,15061
Sony PlayStation 2 's slimmer shape,has proved,"with 50,000 sold",3,15062
Sony PlayStation 2,has,slimmer shape,3,15063
Sony PlayStation 2 's slimmer shape,has proved,"with 50,000 sold on sale",3,15064
Sony PlayStation 2 's shape,has proved,"with 50,000 sold",3,15065
Sony PlayStation 2 's shape,has proved,popular with UK gamers,3,15066
Sony PlayStation 2 's slimmer shape,has proved,"50,000 sold on sale",3,15067
Sony PlayStation 2 's slimmer shape,has proved,popular,3,15068
Sony PlayStation 2 's shape,has proved,"50,000 sold in its first week on sale",3,15069
"50,000",sold on,sale,3,15070
Sony PlayStation 2 's shape,has proved,"50,000 sold",3,15071
Sony PlayStation 2 's shape,has proved,"with 50,000 sold in its first week",3,15072
Sony PlayStation 2 's shape,has proved,"50,000 sold in its week",3,15073
Sony PlayStation 2 's shape,has proved,"with 50,000 sold on sale",3,15074
Sony PlayStation 2 's shape,has proved,"with 50,000 sold in its first week on sale",3,15075
Sony PlayStation 2 's shape,has proved,"50,000 sold on sale",3,15076
PlayStation,is,Slimmer,3,15077
EU software patent law,delayed,Controversial new EU rules,0,15078
EU software patent law,delayed,new EU rules for patenting of inventions,0,15079
EU software patent law,delayed,Controversial EU rules for patenting of based inventions,0,15080
EU software patent law,delayed,new EU rules for patenting,0,15081
EU software patent law,delayed,EU rules,0,15082
EU software patent law,delayed,Controversial new EU rules for patenting,0,15083
EU software patent law,delayed,new EU rules for patenting of computer based inventions,0,15084
EU software patent law,delayed,EU rules for patenting of inventions,0,15085
EU software patent law,delayed,EU rules for patenting of computer based inventions,0,15086
EU software patent law,delayed,Controversial EU rules for patenting of inventions,0,15087
EU software patent law,delayed,new EU rules for patenting of based inventions,0,15088
EU software patent law,delayed,Controversial new EU rules for patenting of computer based inventions,0,15089
EU software patent law,delayed,Controversial new EU rules for patenting of inventions,0,15090
EU software patent law,delayed,Controversial EU rules for patenting,0,15091
EU software patent law,delayed,EU rules for patenting of based inventions,0,15092
EU software patent law,delayed,Controversial new EU rules for patenting of based inventions,0,15093
EU software patent law,delayed,new EU rules,0,15094
EU software patent law,delayed,Controversial EU rules,0,15095
EU software patent law,delayed,Controversial EU rules for patenting of computer based inventions,0,15096
EU software patent law,delayed,EU rules for patenting,0,15097
Game makers,get,Xbox 2 sneak peek Microsoft,3,15098
Microsoft,has,new,3,15099
US woman,sues over,ink cartridges,4,15100
its printer ink cartridges,are secretly programmed,to expire on certain date,4,15101
its printer ink cartridges,are programmed,expire on date,4,15102
its printer ink cartridges,are,saying programmed,4,15103
its printer ink cartridges,are secretly programmed,to expire,4,15104
its printer ink cartridges,are programmed,to expire,4,15105
its printer ink cartridges,expire on,date,4,15106
its printer ink cartridges,are secretly programmed,to expire on date,4,15107
its printer ink cartridges,are,programmed,4,15108
its printer ink cartridges,are secretly programmed,expire on certain date,4,15109
its printer ink cartridges,are,secretly programmed,4,15110
its printer ink cartridges,are programmed,to expire on date,4,15111
its printer ink cartridges,are,saying secretly programmed,4,15112
its printer ink cartridges,expire on,certain date,4,15113
its printer ink cartridges,are programmed,expire on certain date,4,15114
its printer ink cartridges,are secretly programmed,expire on date,4,15115
its printer ink cartridges,are programmed,to expire on certain date,4,15116
cartridges,is,certain,4,15117
Gizmondo media player,goes on,sale,3,15118
Gizmondo gadget,hits,shelves,3,15119
Gizmondo combined media player,goes on,sale,3,15120
Gizmondo combined media player,goes on,Saturday,3,15121
Gizmondo media player,goes on,Saturday,3,15122
20 years,is in,UK,5,15123
Mobiles,rack up,20 years of use Mobile phones in UK,5,15124
Mobiles,rack up,20 years in UK,5,15125
Mobiles,rack up,20 years of use Mobile phones,5,15126
Mobiles,rack up,20 years,5,15127
Mobile,is,6,5,15128
Mobiles,is at,years,5,15129
UK,are,20th,5,15130
world,has,dwindling panda population,5,15132
Looks mobiles Mobile phones,are enjoying boom time according,research from technology analysts,3,15133
mobiles Mobile phones,are still enjoying,boom time,3,15134
Looks mobiles Mobile phones,are still enjoying,boom time,3,15135
Looks mobiles Mobile phones,are enjoying,boom time,3,15136
Looks mobiles Mobile phones,are still enjoying boom time according,research from technology analysts,3,15137
Looks mobiles Mobile phones,are enjoying,boom time in sales,3,15138
mobiles Mobile phones,are enjoying boom time according,research from technology analysts,3,15139
mobiles Mobile phones,are enjoying,boom time,3,15140
Looks mobiles Mobile phones,are enjoying boom time according,research,3,15141
boom time,is in,sales,3,15142
mobiles Mobile phones,are still enjoying,boom time in sales,3,15143
mobiles Mobile phones,are still enjoying boom time according,research from technology analysts,3,15144
mobiles Mobile phones,are enjoying boom time according,research,3,15145
Looks mobiles Mobile phones,are still enjoying boom time according,research,3,15146
mobiles Mobile phones,are enjoying,boom time in sales,3,15147
Looks mobiles Mobile phones,are still enjoying,boom time in sales,3,15148
mobiles Mobile phones,are still enjoying boom time according,research,3,15149
music,drive,mobiles,3,15150
China,blocks,Google news site China,4,15151
behaviour,sustain,spam industry,4,15152
bad behaviour,sustain,spam industry,4,15153
e-mail,is,Bad,4,15154
jails,has,blogger,4,15155
jails,has,Iranian,4,15156
jails,has,years,4,15157
jails,has,foreign,4,15158
jails,has,weblogger,4,15159
Warning files,can,can dangerous business,4,15160
Warning files,can,can business,4,15161
Windows,has,Warning,4,15162
Windows,is at,Warning,4,15163
Warning,files,document,4,15164
Warning,files,dangerous,4,15165
Warning,files,business,4,15166
Smartphones,suffer,Skulls attack Owners of Nokia smartphones,0,15167
Smartphones,suffer,Skulls attack Owners,0,15168
smartphones,are,malicious,0,15169
Millions,buy MP3 player in,10 Americans,5,15170
Millions,buy,MP3 player,5,15171
Millions,buy MP3 players in,US One,5,15172
Millions,buy MP3 players in,10 adult Americans equivalent,5,15173
Millions,buy MP3 players in,10 Americans,5,15174
Millions,buy MP3 player in,10 Americans equivalent,5,15175
Millions,buy MP3 player in,10 adult Americans,5,15176
Millions,buy MP3 players to,22 million people,5,15177
Millions,buy MP3 player in,10 adult Americans equivalent,5,15178
Millions,buy MP3 player according,survey,5,15179
Millions,buy,MP3 players,5,15180
Millions,buy MP3 players in,10 Americans equivalent,5,15181
Millions,buy MP3 player in,US One,5,15182
Millions,buy MP3 player to,22 million people,5,15183
Millions,buy MP3 players according,survey,5,15184
Millions,buy MP3 players in,10 adult Americans,5,15185
Joke,is,e-mail,0,15186
Sony,has,PlayStation 3 console,3,15187
chip,be,Details,3,15188
Software watching,has,has unveiled,4,15190
you,work,Software,4,15191
unveiled,work,you,4,15192
unveiled,work,keystroke,4,15193
unveiled,work,wrong,4,15194
unveiled,work,action,4,15195
sites,get,closer,4,15196
sites,get,users,4,15197
sites,get,better,4,15198
fast High speed net connections,is in,UK,5,15199
Broadband growing,are proving,more popular,5,15200
Broadband,is in,UK,5,15201
Broadband growing,are proving,popular,5,15202
connections,are,more,5,15203
connections,are,popular,5,15204
Microsoft,is investigating,program,0,15205
Microsoft,is investigating,trojan program,0,15206
